"model","reference_date","horizon","target_end_date","target_group","output_type","output_type_id","value"
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.01",162
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.025",179
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.05",199
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.1",216
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.15",223
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.2",233
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.25",242
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.3",245
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.35",250
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.4",256
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.45",260
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.5",265
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.55",270
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.6",274
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.65",280
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.7",285
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.75",289
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.8",299
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.85",310
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.9",319
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.95",340
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.975",368
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.99",392
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.01",133
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.025",155
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.05",172
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.1",192
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.15",207
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.2",218
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.25",227
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.3",235
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.35",243
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.4",250
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.45",258
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.5",265
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.55",272
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.6",279
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.65",288
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.7",297
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.75",306
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.8",317
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.85",331
